sensor_id,latitude,longitude,timestamp,value
77,46.31392,11.09142,2023-07-15 18:00:00+00:00,113.0
78,46.3157,11.08748,2023-07-15 18:00:00+00:00,147.5
79,46.32395,11.08641,2023-07-15 18:00:00+00:00,527.25
80,46.32267,11.08787,2023-07-15 18:00:00+00:00,42.0
81,46.30213,11.08946,2023-07-15 18:00:00+00:00,396.6666666666667
84,46.31254,11.09262,2023-07-15 18:00:00+00:00,27.333333333333332
86,46.318,11.0896,2023-07-15 18:00:00+00:00,64.0
87,46.32371,11.09077,2023-07-15 18:00:00+00:00,435.0
88,46.31141,11.08629,2023-07-15 18:00:00+00:00,319.75
1,46.31213,11.08839,2023-07-15 19:00:00+00:00,133.25
2,46.32987,11.08961,2023-07-15 19:00:00+00:00,265.0
4,46.32096,11.0838,2023-07-15 19:00:00+00:00,518.0
5,46.3085,11.08802,2023-07-15 19:00:00+00:00,316.5
6,46.3169,11.0942,2023-07-15 19:00:00+00:00,73.66666666666667
9,46.31227,11.09467,2023-07-15 19:00:00+00:00,47.0
10,46.31411,11.08359,2023-07-15 19:00:00+00:00,75.0
11,46.31593,11.0862,2023-07-15 19:00:00+00:00,50.0
60,46.31769,11.07855,2023-07-15 19:00:00+00:00,93.0
77,46.31392,11.09142,2023-07-15 19:00:00+00:00,116.0
78,46.3157,11.08748,2023-07-15 19:00:00+00:00,148.0
79,46.32395,11.08641,2023-07-15 19:00:00+00:00,536.5
80,46.32267,11.08787,2023-07-15 19:00:00+00:00,42.0
81,46.30213,11.08946,2023-07-15 19:00:00+00:00,405.3333333333333
84,46.31254,11.09262,2023-07-15 19:00:00+00:00,32.0
86,46.318,11.0896,2023-07-15 19:00:00+00:00,63.0
87,46.32371,11.09077,2023-07-15 19:00:00+00:00,455.0
88,46.31141,11.08629,2023-07-15 19:00:00+00:00,325.0
1,46.31213,11.08839,2023-07-15 20:00:00+00:00,116.25
2,46.32987,11.08961,2023-07-15 20:00:00+00:00,281.75
4,46.32096,11.0838,2023-07-15 20:00:00+00:00,528.5
5,46.3085,11.08802,2023-07-15 20:00:00+00:00,320.0
